Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
X360,2008.0,0.11,0.01,0.0,0.01,Racing
DS,2007.0,0.0,0.0,0.11,0.0,Action
SNES,1995.0,0.0,0.0,0.04,0.0,Racing
PS,1998.0,0.0,0.0,0.11,0.01,Adventure
PS4,2016.0,0.01,0.01,0.0,0.01,Action
PS3,2007.0,0.0,0.0,0.03,0.0,Racing
PS,1999.0,0.5,0.34,0.0,0.06,Action
PS4,2014.0,0.37,0.4,0.0,0.15,Action
GBA,2004.0,0.76,0.28,0.0,0.02,Action
PC,2008.0,0.0,0.06,0.0,0.01,Action
PS3,2013.0,0.44,0.36,0.0,0.16,Action
PSV,2009.0,0.41,0.45,0.53,0.64,Action
PS2,2004.0,0.06,0.05,0.0,0.02,Racing
PSP,2007.0,0.08,0.0,0.0,0.01,Action
PSP,2008.0,0.02,0.0,0.18,0.0,Action
PSP,2012.0,0.0,0.0,0.02,0.0,Adventure
PS3,2010.0,0.25,0.75,0.08,0.26,Racing
WiiU,2012.0,0.02,0.01,0.05,0.0,Action
XOne,2013.0,1.06,0.35,0.01,0.15,Action
3DS,2012.0,0.41,0.28,0.0,0.06,Action
XOne,2015.0,0.03,0.01,0.0,0.0,Adventure
X360,,0.26,0.13,0.0,0.04,Action
PS2,2003.0,0.22,0.17,0.0,0.06,Action
XOne,2016.0,0.09,0.06,0.0,0.01,Platform
2600,1972.0,0.61,0.73,0.83,0.4,Platform
PS2,2004.0,1.27,0.05,0.0,0.02,Platform
PS,1997.0,0.65,0.44,0.0,0.08,Racing
X360,2010.0,2.85,0.38,0.03,0.24,Action
PS2,2006.0,0.0,0.0,0.13,0.0,Action
PS3,2011.0,0.33,0.49,0.01,0.17,Platform
Wii,,0.69,0.42,0.0,0.12,Action
N64,1997.0,0.63,0.11,0.0,0.01,Racing
PC,2010.0,0.0,0.03,0.0,0.0,Action
SNES,1991.0,0.0,0.0,0.28,0.0,Action
GBA,2005.0,0.12,0.05,0.0,0.0,Action
Wii,2011.0,0.27,0.02,0.0,0.02,Action
PS3,2011.0,0.08,0.06,0.0,0.03,Platform
3DS,2011.0,0.14,0.07,0.0,0.02,Platform
PS,2000.0,0.23,0.15,0.29,0.05,Action
PSP,2006.0,0.08,0.0,0.0,0.01,Action
WiiU,2015.0,0.0,0.01,0.0,0.0,Action
PS2,2002.0,0.59,0.46,0.0,0.15,Action
PS2,2005.0,1.47,1.39,0.03,0.43,Action
3DS,2012.0,0.16,0.0,0.03,0.01,Action
DS,2005.0,0.07,0.02,,0.01,Adventure
3DS,2014.0,0.1,0.02,0.08,0.01,Action
PC,2012.0,0.0,0.06,0.0,0.02,Racing
GC,2002.0,0.68,0.09,0.0,0.02,Racing
PS2,2007.0,0.13,0.1,0.0,0.03,Adventure
Wii,2010.0,0.01,0.0,0.0,0.0,Racing
PS,1999.0,3.88,3.42,1.69,0.5,Racing
X360,2011.0,0.0,0.0,0.02,0.0,Adventure
PC,2009.0,0.0,0.02,0.0,0.0,Action
PS,2001.0,1.37,2.0,0.14,0.22,Action
PS,1999.0,0.33,0.22,0.0,0.04,Action
PS3,2007.0,0.2,0.03,0.0,0.03,Action
XB,2004.0,0.02,0.01,0.0,0.0,Racing
X360,2015.0,0.03,0.05,0.0,0.01,Action
PS3,2011.0,0.04,0.04,0.16,0.02,Action
PC,2006.0,0.0,0.01,0.0,0.0,Action
PS3,2011.0,0.27,0.57,0.01,0.2,Racing
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
PS3,2010.0,0.5,0.69,0.04,0.26,Action
X360,2010.0,0.14,0.03,0.0,0.01,Action
PS2,1993.0,0.49,0.96,0.16,0.15,Racing
WiiU,2013.0,0.02,0.0,0.0,0.0,Action
PS3,2012.0,0.04,0.0,0.0,0.01,Racing
X360,2009.0,0.1,0.08,0.0,0.02,Adventure
DS,2007.0,0.05,0.0,0.0,0.0,Action
PS3,2008.0,4.76,3.69,0.44,1.61,Action
X360,2005.0,0.21,,0.0,0.02,Action
X360,2005.0,1.0,0.13,0.02,0.1,Racing
DS,2009.0,0.01,0.0,0.0,0.0,Racing
GC,2002.0,0.41,0.11,0.0,0.01,Action
XOne,2015.0,0.04,0.02,0.0,0.01,Action
PSP,2005.0,0.07,0.0,0.11,0.01,Action
XOne,2016.0,0.02,0.04,0.0,0.0,Action
X360,2008.0,0.27,0.24,0.0,0.06,Action
3DS,2011.0,0.11,0.23,0.0,0.04,Platform
PS2,1989.0,0.11,0.82,0.95,0.04,Racing
DS,2008.0,0.13,0.08,0.0,0.02,Adventure
N64,1999.0,0.0,0.0,0.05,0.0,Racing
GBA,2004.0,0.3,0.11,0.0,0.01,Platform
XOne,2014.0,0.04,0.02,0.0,0.01,Action
PS,2000.0,0.06,0.04,0.0,0.01,Racing
X360,2006.0,0.27,0.07,0.01,0.03,Action
PC,2014.0,0.0,0.01,0.0,0.0,Action
DC,2000.0,0.41,0.23,0.47,0.03,Action
XB,,0.08,0.02,0.0,0.0,Platform
Wii,2007.0,0.25,0.01,0.0,0.02,Action
PS,1998.0,0.32,0.22,0.0,0.04,Racing
PS4,2013.0,0.73,0.92,0.03,0.3,Racing
PSP,2006.0,0.73,0.42,0.0,0.27,Racing
PSP,2013.0,0.0,0.0,0.02,0.0,Adventure
X360,2012.0,0.45,0.27,0.0,0.07,Action
PS3,,0.0,0.14,0.01,0.04,Racing
DS,2012.0,0.0,0.0,0.1,0.0,Action
PS,1998.0,0.14,0.09,0.0,0.02,Action
GBA,2001.0,0.43,0.16,0.0,0.01,Action
Wii,2007.0,0.39,0.02,0.01,0.04,Action
Wii,2010.0,0.09,0.04,0.0,0.01,Action
GBA,2006.0,0.01,0.0,0.0,0.0,Platform
X360,2006.0,0.23,0.04,0.02,0.02,Racing
PS2,2000.0,0.0,0.0,0.06,0.0,Adventure
3DS,2014.0,0.0,0.0,0.06,0.0,Action
XB,2003.0,0.07,0.02,0.0,0.0,Racing
PS4,2015.0,0.0,0.0,0.01,0.0,Adventure
N64,1999.0,0.14,0.04,0.0,0.0,Racing
PC,2007.0,0.0,0.04,0.0,0.01,Racing
DS,2009.0,0.0,0.0,0.07,0.0,Platform
PS3,2011.0,0.09,0.05,0.0,0.02,Action
N64,1997.0,0.07,0.02,0.23,0.04,Action
DC,2001.0,0.0,0.0,0.07,0.0,Racing
3DS,2016.0,0.0,0.0,0.05,0.0,Adventure
PC,2012.0,0.26,0.19,0.0,0.06,Action
DS,2011.0,0.08,0.0,0.0,0.01,Adventure
DS,,0.0,0.02,0.0,0.0,Adventure
PS2,2001.0,0.25,0.19,0.0,0.06,Action
PS,2000.0,0.06,0.04,0.0,0.01,Racing
DS,2010.0,0.04,0.12,0.0,0.02,Adventure
PSV,2001.0,0.71,0.67,0.19,0.38,Platform
X360,2012.0,0.12,0.02,0.02,0.01,Action
DS,2007.0,0.06,0.0,0.0,0.0,Action
PSP,2009.0,0.01,0.0,0.0,0.0,Action
WiiU,2013.0,0.47,0.42,0.13,0.08,Platform
PS,,0.09,0.06,0.0,0.01,Adventure
DS,2008.0,0.0,0.0,0.02,0.0,Adventure
2600,1983.0,0.31,0.02,0.0,0.0,Action
GC,2005.0,0.07,0.02,0.0,0.0,Action
PS3,2016.0,0.0,0.0,0.03,0.0,Action
PC,2012.0,0.0,0.03,0.0,0.01,Action
DS,2010.0,0.0,0.0,0.02,0.0,Action
PC,2009.0,0.0,0.09,0.0,0.02,Adventure
PS2,2003.0,0.14,0.11,0.0,0.04,Racing
DS,2005.0,0.36,0.0,0.32,0.03,Platform
PS,1999.0,1.1,0.14,0.0,0.04,Action
DS,2009.0,0.05,0.0,0.0,0.0,Action
GC,2003.0,0.02,0.0,0.0,0.0,Racing
X360,2011.0,0.38,0.32,0.0,0.08,Platform
SNES,2020.0,1.34,1.33,0.94,0.51,Adventure
NES,1985.0,5.82,3.21,1.6,0.52,Platform
PS,1999.0,0.88,0.6,0.0,0.1,Racing
PS2,2006.0,0.28,0.22,0.0,0.07,Action
XOne,2016.0,0.03,0.0,0.0,0.0,Racing
PSP,2011.0,0.0,0.0,0.03,0.0,Adventure
DS,2006.0,0.0,0.0,0.04,0.0,Action
GBA,2003.0,0.14,0.05,0.0,0.0,Platform
GC,2005.0,0.14,,0.0,0.0,Adventure
PSP,2012.0,0.0,0.0,0.07,0.0,Adventure
PS,1997.0,0.05,0.04,0.0,0.01,Action
DS,2005.0,0.06,0.0,0.0,0.01,Action
PSP,2011.0,0.0,0.0,0.04,0.0,Adventure
PS2,2002.0,0.04,0.03,0.0,0.01,Action
Wii,2007.0,1.95,0.86,0.59,0.31,Platform
GB,1992.0,2.21,0.96,0.54,0.13,Action
DS,2007.0,0.3,0.01,0.01,0.03,Action
NES,1988.0,9.54,3.44,3.84,0.46,Platform
PSP,2008.0,0.08,0.0,0.0,0.01,Racing
PSP,2012.0,0.0,0.0,0.01,0.0,Action
DS,2010.0,0.0,0.0,0.06,0.0,Action
GBA,2002.0,0.23,0.08,0.0,0.01,Adventure
SNES,1994.0,0.0,0.0,0.03,0.0,Action
PS2,2006.0,0.0,0.0,0.03,0.0,Adventure
PSP,2007.0,0.08,0.02,0.0,0.01,Action
XB,2002.0,0.03,0.01,0.0,0.0,Racing
PS2,2003.0,0.53,0.41,0.0,0.14,Racing
GC,2005.0,0.43,0.11,0.0,0.02,Racing
PS4,2013.0,0.06,0.07,0.0,0.03,Platform
PS,1996.0,0.09,0.06,0.0,0.01,Action
DC,1998.0,0.0,0.0,0.08,0.0,Action
PS2,2007.0,0.32,0.01,0.0,0.05,Racing
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
3DS,2012.0,0.56,0.01,0.0,0.05,Action
Wii,2010.0,0.99,0.52,0.92,0.14,Platform
GC,2002.0,0.55,0.14,0.0,0.02,Platform
XB,2003.0,0.12,0.03,0.0,0.01,Action
XB,2003.0,0.23,0.07,0.0,0.01,Racing
PSP,2007.0,0.0,0.0,0.03,0.0,Platform
XB,2003.0,0.03,0.01,0.0,0.0,Racing
3DS,2015.0,0.0,0.03,0.0,0.0,Action
PS2,2002.0,0.11,0.09,0.0,0.03,Action
PS4,2014.0,0.0,0.0,0.15,0.0,Action
PS,2000.0,0.32,0.22,0.0,0.04,Action
GBA,2005.0,0.1,0.04,0.0,0.0,Platform
PS,1998.0,0.07,0.05,0.0,0.01,Racing
PS2,2006.0,0.18,0.14,0.0,0.05,Action
PS,1999.0,0.31,0.21,0.0,0.04,Action
SNES,1992.0,0.0,0.0,0.28,0.0,Racing
DS,2006.0,0.04,0.0,0.0,0.0,Adventure
PSV,2014.0,0.02,0.02,0.07,0.01,Action
Wii,2008.0,0.08,0.08,0.0,0.02,Adventure
DS,2008.0,0.0,0.0,0.03,0.0,Action
PS4,2015.0,0.0,0.08,0.0,0.01,Action
XB,2005.0,0.1,0.03,0.0,0.0,Action
X360,2012.0,0.48,0.24,0.0,0.07,Action
XB,2003.0,0.04,0.01,0.0,0.0,Racing
PC,2010.0,0.01,0.45,0.0,0.09,Action
SAT,1995.0,0.0,0.0,0.12,0.0,Racing
PS2,2004.0,1.0,0.04,0.0,0.16,Racing
3DS,2013.0,0.17,0.1,0.0,0.02,Action
PS2,2005.0,0.04,0.03,0.0,0.01,Action
3DS,2012.0,0.0,0.0,0.02,0.0,Action
PSP,2009.0,0.08,0.0,0.0,0.01,Action
PS2,2007.0,0.0,0.0,0.02,0.0,Action
PS2,2005.0,0.07,0.06,0.0,0.02,Adventure
DS,2010.0,0.04,0.0,0.0,0.0,Racing
XB,2005.0,0.1,0.03,0.0,0.0,Action
SNES,2015.0,1.44,0.71,0.38,1.93,Adventure
PS2,2000.0,0.0,0.0,0.09,0.0,Action
SNES,1994.0,0.0,0.0,0.2,0.0,Racing
PSP,2011.0,0.0,0.0,0.03,0.0,Adventure
N64,1999.0,0.25,0.06,0.0,0.0,Racing
PS2,2005.0,1.98,1.14,0.01,0.41,Action
X360,2009.0,0.03,0.0,0.0,0.0,Racing
PS2,2003.0,0.14,0.11,0.0,0.04,Platform
DS,2013.0,0.0,0.17,0.0,0.01,Platform
PS,1996.0,0.44,0.3,0.09,0.06,Platform
PS3,2014.0,0.0,0.0,0.06,0.0,Action
PS2,2007.0,0.0,0.0,0.02,0.0,Racing
DS,2009.0,0.26,0.21,0.0,0.05,Action
DS,2009.0,0.54,0.42,0.0,0.11,Adventure
3DS,2011.0,0.29,0.27,0.0,0.06,Action
X360,2014.0,0.08,0.13,0.0,0.02,Racing
PS2,1996.0,0.4,0.32,0.12,0.41,Adventure
PS2,2005.0,0.36,0.01,0.0,0.06,Action
PSP,2009.0,0.0,0.0,0.01,0.0,Adventure
WiiU,2009.0,0.03,0.41,0.62,0.22,Adventure
PS2,2001.0,0.0,0.0,0.07,0.0,Adventure
PS2,2003.0,0.06,0.05,0.0,0.02,Racing
DS,2007.0,0.09,0.0,0.0,0.01,Adventure
X360,2009.0,0.13,0.12,0.0,0.03,Action
GC,2005.0,0.11,0.03,0.0,0.0,Action
SAT,1996.0,0.0,0.0,0.11,0.0,Racing
PSV,2012.0,0.0,0.0,0.03,0.0,Adventure
XB,2004.0,0.07,0.02,0.0,0.0,Racing
PS4,2016.0,0.0,0.0,0.02,0.0,Action
GC,2004.0,0.15,0.04,0.0,0.01,Action
PS3,2010.0,0.0,0.0,0.21,0.0,Action
PSP,2009.0,0.0,0.0,0.04,0.0,Adventure
PSV,2013.0,0.0,0.01,0.09,0.0,Action
SNES,1991.0,0.32,0.05,0.25,0.01,Platform
PS,1997.0,0.05,0.03,0.0,0.01,Racing
DS,2006.0,0.01,0.01,0.0,0.0,Action
3DS,2016.0,0.0,0.0,0.04,0.0,Adventure
WiiU,2006.0,0.88,0.32,0.09,0.74,Racing
GBA,2004.0,0.0,0.0,0.09,0.0,Platform
PSV,2015.0,0.0,0.0,0.05,0.0,Adventure
PS4,2014.0,0.09,0.14,0.0,0.04,Adventure
XB,2002.0,0.15,0.04,0.0,0.01,Adventure
Wii,2012.0,0.0,0.02,0.0,0.0,Action
Wii,2010.0,0.1,0.11,0.0,0.02,Action
WiiU,2006.0,0.78,0.1,0.33,0.64,Adventure
GC,2003.0,0.08,0.02,0.0,0.0,Racing
PSV,2011.0,0.05,0.06,0.11,0.02,Action
GC,2006.0,0.12,0.03,0.0,0.0,Platform
PS2,1998.0,0.37,0.36,0.57,0.04,Adventure
GC,2005.0,0.11,0.03,0.0,0.0,Action
DS,2006.0,0.0,0.0,0.04,0.0,Adventure
PS2,2001.0,0.26,0.2,0.0,0.07,Action
3DS,2013.0,0.0,0.0,0.35,0.0,Action
GC,2003.0,0.22,0.06,0.0,0.01,Racing
Wii,2008.0,0.07,0.0,0.0,0.01,Adventure
PSP,2012.0,0.0,0.0,0.01,0.0,Action
XOne,2015.0,0.44,0.39,0.0,0.08,Action
XB,2003.0,0.18,0.05,0.0,0.01,Platform
GBA,2003.0,0.63,0.66,0.0,0.07,Platform
SNES,1994.0,0.0,0.0,0.36,0.0,Platform
GC,2003.0,0.04,0.01,0.0,0.0,Racing
PS2,2007.0,0.34,0.01,0.0,0.06,Action
SNES,2018.0,1.27,1.11,0.15,1.41,Adventure
PSP,2006.0,0.0,0.0,0.12,0.0,Action
PS4,2016.0,0.5,0.76,0.04,0.24,Platform
XB,2003.0,0.13,0.04,0.0,0.01,Action
GBA,2004.0,0.15,0.05,0.0,0.0,Action
3DS,2015.0,0.05,0.0,0.0,0.01,Adventure
Wii,2008.0,0.1,0.0,0.0,0.01,Platform
PS2,2006.0,0.5,0.02,0.0,0.08,Action
PS2,2010.0,0.03,0.02,0.0,0.01,Action
PSV,2012.0,0.12,0.33,0.0,0.09,Platform
SNES,2002.0,1.79,1.83,1.86,1.07,Action
PS2,2005.0,0.05,0.04,0.0,0.01,Action
SAT,1997.0,0.0,0.0,0.14,0.0,Adventure
PS3,2013.0,0.43,0.42,0.0,0.17,Platform
DS,2009.0,0.15,0.11,0.0,0.03,Action
SAT,2003.0,0.98,0.54,0.28,0.66,Platform
PS4,2013.0,0.59,0.76,0.01,0.26,Action
3DS,2012.0,0.0,0.0,0.04,0.0,Adventure
X360,2011.0,0.1,0.34,0.0,0.07,Action
PSP,2010.0,0.0,0.0,0.01,0.0,Adventure
PSV,2016.0,0.0,0.0,0.05,0.0,Action
X360,2013.0,0.03,0.04,0.0,0.01,Action
GC,2007.0,0.11,0.03,0.0,0.0,Action
GC,2003.0,0.02,0.01,0.0,0.0,Action
Wii,2011.0,0.21,0.27,0.0,0.06,Platform
PS2,2001.0,0.07,0.06,0.0,0.02,Racing
PS2,1994.0,0.66,0.19,0.28,0.8,Adventure
PS2,2001.0,0.0,0.0,0.06,0.0,Action
XB,2004.0,0.15,0.04,0.0,0.01,Action
XB,2005.0,0.07,0.02,0.0,0.0,Action
SNES,1991.0,0.0,0.0,0.48,0.0,Adventure
DS,2013.0,0.21,0.26,0.0,0.04,Platform
PSP,2012.0,0.0,0.0,0.04,0.0,Action
XB,2002.0,0.11,0.03,0.0,0.01,Adventure
PS2,2006.0,0.01,0.01,0.0,0.0,Platform
N64,1997.0,1.37,0.41,0.04,0.04,Platform
PSV,2015.0,0.0,0.0,0.01,0.0,Adventure
PS2,2007.0,0.36,0.01,0.0,0.06,Action
XB,2001.0,0.1,0.03,0.0,0.0,Racing
PS2,2001.0,2.07,2.29,0.24,0.82,Platform
PS3,2012.0,0.0,0.0,0.03,0.0,Action
PSV,2013.0,0.04,0.04,0.25,0.02,Action
PC,2014.0,0.0,0.02,0.0,0.0,Racing
PSP,2009.0,0.0,0.0,0.01,0.0,Adventure
PSV,2014.0,0.0,0.0,0.06,0.0,Adventure
X360,2008.0,0.24,0.28,0.0,0.06,Action
XOne,2016.0,0.02,0.03,0.0,0.0,Action
X360,2009.0,0.32,0.39,0.0,0.09,Racing
PS2,2000.0,0.15,0.11,0.0,0.04,Platform
DS,2007.0,0.24,0.0,0.31,0.02,Action
3DS,2011.0,0.47,0.26,0.35,0.07,Action
3DS,2011.0,0.08,0.02,0.0,0.01,Adventure
XB,2006.0,0.11,0.03,0.0,0.01,Action
3DS,2011.0,0.07,0.05,0.03,0.01,Adventure
XOne,2016.0,0.03,0.02,0.0,0.01,Racing
PC,2008.0,0.01,0.01,0.0,0.0,Action
DS,2008.0,0.0,0.0,0.01,0.0,Adventure
PSV,2012.0,0.0,0.0,0.04,0.0,Action
PS2,2001.0,0.57,0.44,0.0,0.15,Racing
X360,2009.0,0.1,0.02,0.02,0.01,Action
DS,2009.0,0.07,0.08,0.0,0.02,Adventure
PS3,2014.0,0.0,0.0,0.02,0.0,Adventure
PS4,2013.0,1.07,1.31,0.06,0.42,Action
SNES,2012.0,0.22,0.82,1.05,0.36,Racing
PS,2000.0,0.36,0.24,0.0,0.04,Adventure
3DS,2013.0,0.0,0.02,0.0,0.0,Action
PS2,2002.0,0.05,0.04,0.0,0.01,Racing
PSV,2012.0,0.0,0.04,0.0,0.01,Racing
PS2,2008.0,0.26,0.2,0.0,0.07,Racing
PSP,2011.0,0.0,0.0,0.03,0.0,Adventure
X360,2008.0,0.16,0.23,0.0,0.05,Action
NES,1986.0,0.0,0.0,1.15,0.0,Action
Wii,2008.0,0.07,0.0,0.0,0.0,Action
DS,2006.0,0.08,0.0,0.0,0.01,Action
DS,2008.0,0.1,0.0,0.0,0.01,Racing
XB,2003.0,0.72,0.43,0.01,0.04,Action
PS2,2003.0,0.17,0.13,0.51,0.04,Action
Wii,2007.0,0.43,0.46,0.09,0.09,Adventure
Wii,2007.0,0.05,0.0,0.0,0.0,Action
PSP,2008.0,1.48,1.0,0.04,0.66,Action
XB,2004.0,0.18,0.05,0.0,0.01,Racing
GBA,2005.0,0.05,0.02,0.0,0.0,Platform
X360,2010.0,0.25,0.27,0.0,0.06,Racing
GBA,2004.0,0.17,0.06,0.0,0.0,Adventure
PS2,2005.0,0.05,0.04,0.0,0.01,Action
DS,2006.0,0.0,0.0,0.1,0.0,Action
GB,1991.0,0.0,0.0,0.28,0.0,Platform
N64,2000.0,0.43,0.09,0.0,0.01,Action
SNES,2016.0,0.16,0.3,1.91,1.3,Adventure
PS2,2002.0,0.0,0.0,0.02,0.0,Racing
PS4,2015.0,0.0,0.0,0.17,0.0,Action
PC,2011.0,0.0,0.05,,0.01,Adventure
PS2,2008.0,0.0,0.0,0.02,0.0,Adventure
NES,1983.0,0.33,0.07,0.7,0.01,Platform
PSP,2012.0,0.0,0.0,0.09,0.0,Adventure
3DS,2015.0,0.03,0.0,0.0,0.0,Action
DS,2010.0,0.0,0.0,0.19,0.0,Adventure
NES,1986.0,0.0,0.0,0.57,0.0,Action
PS2,2002.0,1.36,1.15,0.04,0.41,Action
PS4,2009.0,0.03,0.12,0.0,0.03,Adventure
DS,2008.0,0.05,0.0,0.0,0.0,Action
2600,1982.0,0.23,0.01,0.0,0.0,Action
PS,1996.0,0.01,0.01,0.0,0.0,Adventure
PC,2003.0,0.0,0.04,0.0,0.01,Racing
PS2,2009.0,0.0,0.0,0.13,0.0,Adventure
Wii,2009.0,0.45,0.3,0.0,0.08,Racing
PS3,2011.0,0.1,0.06,0.0,0.03,Action
PS4,2015.0,0.0,0.06,0.0,0.01,Adventure
XB,2005.0,0.04,0.01,0.0,0.0,Action
GC,2003.0,0.13,0.03,0.0,0.0,Racing
XB,2005.0,0.83,0.28,0.0,0.05,Action
PS2,2009.0,0.0,0.0,0.01,0.0,Adventure
PSP,2012.0,0.0,0.0,0.02,0.0,Action
PS2,2005.0,0.75,0.03,0.0,0.12,Racing
PS2,1998.0,0.25,0.81,0.26,0.8,Platform
PS3,2009.0,0.19,0.18,0.0,0.07,Action
PS,2001.0,0.0,0.0,0.05,0.0,Adventure
Wii,2008.0,0.35,0.02,0.0,0.03,Racing
PC,2005.0,0.0,0.01,0.0,0.0,Action
DS,2007.0,0.0,0.0,0.02,0.0,Action
PS2,2001.0,0.06,0.05,0.0,0.02,Action
XB,2002.0,0.09,0.02,0.0,0.0,Racing
PS2,1986.0,0.37,0.37,0.96,0.33,Adventure
NES,1985.0,5.82,3.21,1.6,0.52,Platform
X360,2012.0,0.11,0.06,0.01,0.02,Action
PS3,2014.0,0.11,0.09,0.0,0.04,Adventure
PSP,2013.0,0.0,0.0,0.02,0.0,Action
PSP,2009.0,0.64,1.22,0.01,0.67,Platform
PC,2014.0,0.0,0.01,0.0,0.0,Action
X360,2012.0,0.28,0.12,0.0,0.04,Action
PSP,2011.0,0.0,0.0,0.01,0.0,Adventure
X360,2011.0,0.1,0.02,0.0,0.01,Adventure
PSV,2015.0,0.0,0.0,0.03,0.0,Action
PS3,2011.0,0.07,0.05,0.0,0.02,Action
3DS,2015.0,0.0,0.0,0.14,0.0,Action
PC,2015.0,0.0,0.08,0.0,0.0,Action
DS,2008.0,0.33,0.0,0.0,0.02,Adventure
SNES,2009.0,0.8,0.19,0.46,0.95,Racing
N64,1998.0,0.46,0.96,0.09,0.08,Racing
Wii,2009.0,0.01,0.05,0.0,0.01,Racing
PSV,2013.0,0.04,0.02,0.08,0.01,Action
NES,1987.0,0.45,0.06,0.42,0.0,Platform
2600,1981.0,1.36,0.08,0.0,0.02,Platform
DS,2005.0,0.05,0.0,0.0,0.0,Adventure
PS4,2016.0,0.06,0.0,0.0,0.01,Action
PS3,2012.0,0.36,0.28,0.0,0.1,Action
PS3,2007.0,0.09,0.32,0.0,0.1,Action
WiiU,2010.0,0.27,0.79,0.92,0.14,Racing
PS,2002.0,0.0,0.0,0.06,0.0,Adventure
PS2,2001.0,0.0,1.1,0.42,0.33,Racing
WiiU,2014.0,0.38,0.26,0.0,0.06,Action
N64,1988.0,1.0,0.86,0.06,0.6,Platform
PSP,2009.0,0.11,0.09,0.0,0.05,Action
PSP,2012.0,0.0,0.0,0.01,0.0,Action
3DS,2016.0,0.0,0.0,0.01,0.0,Action
PS2,1995.0,0.04,0.79,0.34,0.43,Platform
PC,2009.0,0.0,0.05,0.0,0.01,Platform
PSV,2011.0,0.03,0.07,0.05,0.02,Racing
XB,2004.0,0.11,0.03,0.0,0.01,Action
PS2,2003.0,0.54,0.35,0.46,0.1,Action
Wii,2010.0,0.0,0.01,0.0,0.0,Action
WiiU,2013.0,2.11,1.16,0.73,0.32,Platform
XOne,2016.0,0.0,0.01,0.0,0.0,Racing
Wii,2007.0,0.17,0.0,0.0,0.01,Action
PS,1998.0,0.0,0.0,0.35,0.02,Adventure
PSV,2015.0,0.0,0.0,0.02,0.0,Adventure
PS4,2014.0,0.12,0.25,0.02,0.07,Adventure
PS2,2000.0,0.08,0.07,0.0,0.02,Action
2600,1981.0,0.9,0.05,0.0,0.01,Platform
PSP,2007.0,0.1,0.0,0.0,0.01,Action
PSP,2006.0,0.05,0.0,0.0,0.01,Action
PS2,2003.0,,0.03,0.0,,Platform
TG16,2004.0,0.37,0.69,0.01,0.24,Adventure
PS,1998.0,0.21,0.14,0.0,0.02,Racing
SNES,1996.0,1.17,0.5,1.75,0.08,Platform
PSP,2010.0,0.0,0.0,0.09,0.0,Adventure
GBA,2004.0,0.26,0.1,0.07,,Adventure
DS,2007.0,0.0,0.0,0.04,0.0,Adventure
XB,2004.0,0.84,0.43,0.0,0.04,Racing
GBA,2003.0,0.06,0.02,0.0,0.0,Action
X360,2009.0,0.43,0.14,0.0,0.06,Action
PSP,2012.0,0.0,0.0,0.01,0.0,Adventure
GBA,2001.0,0.2,0.08,0.0,0.01,Platform
X360,2013.0,0.97,0.34,0.0,0.13,Action
GBA,2004.0,0.0,0.0,0.16,0.0,Adventure
GBA,2004.0,0.0,0.0,0.08,0.0,Platform
WiiU,2013.0,0.19,0.09,0.0,0.03,Action
DS,2008.0,0.11,0.02,0.0,0.01,Action
DS,2008.0,1.87,0.97,0.0,0.3,Adventure
PSV,2016.0,0.0,0.0,0.02,0.0,Adventure
X360,2010.0,0.07,0.04,0.0,0.01,Action
3DS,2012.0,0.13,0.02,0.0,0.02,Action
PSV,2013.0,0.0,0.0,0.12,0.0,Action
PS2,1992.0,0.47,0.8,0.09,0.5,Platform
XOne,2016.0,0.12,0.08,0.0,0.02,Action
PSP,2008.0,0.09,0.0,0.0,0.01,Adventure
2600,1974.0,0.19,0.97,0.06,0.69,Racing
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
PS2,2001.0,0.21,0.16,0.12,0.05,Action
Wii,2006.0,0.04,0.0,0.0,0.0,Action
X360,2008.0,0.09,0.01,0.0,0.01,Action
XB,2006.0,,0.0,,0.0,Racing
GC,2005.0,0.12,0.03,0.0,0.0,Action
SNES,2007.0,1.57,0.73,0.0,1.41,Platform
WiiU,2010.0,0.5,0.13,0.98,0.93,Racing
PS3,2013.0,0.02,0.02,0.11,0.01,Action
GC,2002.0,0.03,0.01,0.0,0.0,Platform
GBA,2002.0,0.03,0.01,0.0,0.0,Action
XB,2004.0,0.04,0.01,0.0,0.0,Action
DS,2008.0,0.0,0.0,0.03,0.0,Adventure
SNES,2011.0,0.76,1.77,1.58,1.99,Adventure
XB,2003.0,0.25,0.07,0.0,0.01,Action
3DS,2012.0,0.0,0.0,0.06,0.0,Action
PSV,2013.0,0.0,0.0,0.01,0.0,Adventure
N64,1998.0,0.27,0.06,0.0,0.0,Racing
PSP,2005.0,0.35,0.21,0.0,0.14,Action
X360,2008.0,0.53,0.42,0.01,0.11,Action
PS2,2000.0,0.1,0.08,0.0,0.03,Racing
XB,2003.0,0.36,0.07,0.0,0.01,Racing
PS3,2008.0,0.44,0.42,0.0,0.17,Action
PS3,2009.0,0.69,1.4,0.04,0.52,Racing
GC,2002.0,0.04,0.01,0.0,0.0,Racing
GC,2003.0,0.05,0.01,0.0,0.0,Platform
XOne,2016.0,0.01,0.0,0.0,0.0,Action
XB,2002.0,0.04,0.01,0.0,0.0,Platform
