Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
WiiU,2012.0,0.07,0.07,0.0,0.01,Action
GBA,2001.0,0.13,0.05,0.0,0.0,Adventure
PS,1997.0,0.47,0.32,0.0,0.06,Action
WiiU,2015.0,0.03,0.02,0.0,0.0,Action
GBA,2003.0,0.02,0.01,0.0,0.0,Racing
PSV,2012.0,0.1,0.05,0.04,0.03,Action
DS,2006.0,0.23,0.0,0.0,0.02,Action
DS,2005.0,0.15,0.0,0.0,0.01,Platform
Wii,2010.0,2.04,0.63,0.12,0.22,Platform
PS2,1989.0,0.3,0.43,0.64,0.09,Adventure
3DS,2011.0,0.31,0.09,0.05,0.03,Action
DS,2009.0,0.04,0.01,0.0,0.0,Action
GB,1992.0,2.71,0.61,1.7,0.11,Platform
PS2,2008.0,0.0,0.0,0.06,0.0,Adventure
PSP,2012.0,0.0,0.0,0.06,0.0,Action
WiiU,2007.0,0.28,0.03,0.69,0.42,Action
X360,2015.0,0.18,0.11,0.0,0.03,Adventure
PSV,2016.0,0.0,0.0,0.01,0.0,Action
PS2,2007.0,0.12,0.09,0.0,0.03,Racing
GBA,2003.0,0.0,0.0,0.43,0.01,Platform
DS,2002.0,0.18,0.05,0.21,0.22,Racing
WiiU,2011.0,0.49,0.11,0.87,0.44,Racing
Wii,2007.0,0.01,0.0,0.0,0.0,Racing
GBA,2002.0,0.26,0.1,0.0,0.01,Action
XB,2005.0,0.02,0.01,0.0,0.0,Platform
XOne,2016.0,0.0,0.01,0.0,0.0,Racing
N64,1999.0,0.32,0.07,0.0,0.0,Racing
XB,2005.0,0.03,0.01,0.0,0.0,Action
NES,1988.0,0.59,0.14,0.81,0.02,Platform
PSV,2004.0,0.36,0.1,0.33,0.63,Adventure
PSP,2006.0,0.07,0.0,0.0,0.01,Action
DS,2009.0,0.38,0.25,0.0,0.07,Adventure
XB,2004.0,0.09,0.03,0.0,0.0,Racing
WiiU,2013.0,0.04,0.07,0.0,0.01,Action
PSP,2009.0,0.03,0.02,0.05,0.01,Action
PSP,2006.0,0.07,0.0,0.0,0.01,Adventure
Wii,2007.0,0.12,0.0,0.0,0.01,Racing
Wii,2008.0,1.26,0.67,0.02,0.21,Platform
N64,1998.0,0.35,0.06,0.0,0.0,Racing
PS2,2003.0,1.08,0.45,0.0,0.14,Platform
Wii,2010.0,0.17,0.09,0.0,0.02,Platform
TG16,2001.0,0.94,0.71,0.41,0.64,Adventure
PS3,2011.0,1.41,2.01,0.1,0.7,Action
3DS,2011.0,0.61,0.43,0.0,0.09,Action
PS3,2015.0,0.35,0.36,0.0,0.14,Action
Wii,2009.0,0.19,0.04,0.0,0.02,Action
DS,2008.0,0.04,0.0,0.17,0.0,Adventure
GC,2003.0,0.03,0.01,0.0,0.0,Racing
X360,2006.0,0.2,0.02,0.05,0.02,Action
3DS,2012.0,0.13,0.02,0.06,0.01,Adventure
PSV,2015.0,0.0,0.0,0.02,0.0,Action
PSP,2004.0,0.18,0.0,0.3,0.02,Action
WiiU,2006.0,0.18,0.02,0.6,0.79,Platform
3DS,2012.0,0.0,0.0,0.02,0.0,Action
PS2,2005.0,0.0,0.0,0.04,0.0,Adventure
PS2,2007.0,0.08,0.06,0.0,0.02,Action
3DS,2012.0,0.0,0.0,0.08,0.0,Action
GBA,2006.0,,0.01,0.0,,Platform
Wii,2009.0,0.01,0.0,0.0,0.0,Racing
PS2,2005.0,0.06,0.04,0.0,0.01,Action
XB,2003.0,0.13,0.04,0.0,0.01,Action
SNES,1994.0,0.0,0.0,0.07,0.0,Action
XOne,2016.0,0.03,0.08,0.0,0.01,Racing
Wii,2007.0,0.16,0.0,0.0,0.01,Action
PC,2009.0,0.0,0.05,0.0,0.01,Action
PS2,2002.0,0.41,0.32,0.0,0.11,Racing
PS,2000.0,0.58,0.39,0.0,0.07,Racing
DS,2012.0,0.0,0.02,0.0,0.0,Action
PS2,2007.0,0.0,0.0,0.03,0.0,Adventure
N64,1991.0,0.19,0.28,0.01,0.98,Adventure
Wii,2007.0,0.13,0.0,0.0,0.01,Action
DS,2010.0,1.07,0.99,0.0,0.22,Action
PS3,2007.0,0.26,0.29,0.02,0.11,Platform
X360,2013.0,1.24,0.79,0.0,0.19,Action
PSP,2013.0,0.0,0.0,0.03,0.0,Adventure
GC,2003.0,0.25,0.06,0.0,0.01,Action
PS4,2016.0,0.18,0.15,0.0,0.07,Adventure
GBA,2006.0,0.81,0.3,0.0,0.02,Racing
GBA,2005.0,0.37,0.14,0.0,0.01,Adventure
X360,2010.0,0.06,0.06,0.04,0.01,Action
GBA,2004.0,0.33,0.12,0.0,0.01,Platform
XB,2004.0,1.38,0.8,0.0,0.1,Racing
3DS,2014.0,0.16,0.1,0.0,0.02,Action
PS3,2014.0,0.0,0.0,0.09,0.0,Action
PS2,2003.0,0.88,1.03,0.0,0.31,Action
N64,1997.0,2.91,0.99,0.89,0.1,Racing
PS2,2005.0,0.11,0.08,0.35,0.03,Action
PS,2001.0,0.04,0.02,0.0,0.0,Action
Wii,2008.0,0.27,0.31,0.0,0.07,Racing
PSP,2008.0,0.43,0.4,0.0,0.24,Action
GBA,2003.0,1.59,1.05,0.04,0.14,Action
DS,2009.0,0.23,0.0,0.0,0.02,Adventure
PS4,2015.0,0.1,0.05,0.0,0.03,Adventure
PS3,2012.0,0.01,0.02,0.02,0.01,Adventure
PS2,2006.0,0.01,0.01,0.0,0.0,Platform
PS2,2008.0,0.04,0.03,0.25,0.01,Action
PS4,2015.0,0.18,0.25,0.0,0.08,Action
PS3,2009.0,1.76,0.68,0.12,0.37,Action
X360,2010.0,0.17,0.0,0.0,0.01,Racing
N64,1998.0,0.05,0.01,0.0,0.0,Racing
XB,2006.0,0.33,0.1,0.0,0.02,Action
GC,2004.0,0.73,0.19,0.0,0.03,Platform
PS3,2011.0,0.6,0.69,0.02,0.26,Platform
SAT,1997.0,0.0,0.0,0.21,0.0,Adventure
2600,1975.0,0.13,0.94,0.57,0.91,Adventure
PS2,2003.0,0.21,0.17,0.0,0.06,Action
PS2,2002.0,0.15,0.12,0.0,0.04,Racing
PS3,2016.0,0.0,0.0,0.06,0.0,Action
PSV,2006.0,0.71,0.6,0.66,0.51,Racing
3DS,2011.0,0.0,0.0,0.3,0.0,Action
SNES,2007.0,1.26,1.31,0.71,0.96,Platform
WiiU,2006.0,0.78,0.75,0.4,0.2,Action
2600,1982.0,0.62,0.04,0.0,0.01,Action
GBA,2001.0,0.3,0.11,0.0,0.01,Platform
WiiU,2013.0,1.25,0.62,0.18,0.18,Platform
GC,2006.0,0.25,0.07,0.0,0.01,Action
Wii,2010.0,0.06,,0.2,0.01,Action
GC,2004.0,0.17,0.04,0.0,0.01,Action
X360,2011.0,0.2,,0.0,0.02,Action
GBA,2001.0,0.11,0.04,0.0,0.0,Racing
DS,2006.0,0.0,0.0,0.02,0.0,Adventure
PS2,2004.0,0.11,0.09,0.0,0.03,Adventure
DS,2010.0,0.34,0.0,0.0,0.03,Racing
DS,2011.0,0.0,0.0,0.26,0.0,Adventure
N64,1994.0,0.91,0.46,0.18,0.15,Racing
WiiU,2010.0,0.87,0.72,0.88,0.77,Platform
3DS,2011.0,0.06,0.04,0.0,0.01,Adventure
PS2,2001.0,0.16,0.12,0.0,0.04,Racing
PS3,2011.0,0.0,0.09,0.0,0.02,Action
DS,2007.0,0.0,0.0,0.19,0.0,Adventure
DS,2008.0,0.56,0.56,0.0,0.14,Action
PS,2002.0,0.0,0.0,0.02,0.0,Action
PSV,2014.0,0.0,0.0,0.01,0.0,Adventure
X360,2010.0,0.08,0.06,0.0,0.02,Action
PSV,2014.0,0.0,0.0,0.11,0.0,Action
PSP,2010.0,0.41,0.35,0.03,0.21,Action
DS,2009.0,0.0,0.0,0.08,0.0,Adventure
PS3,2012.0,1.06,5.01,0.13,1.97,Action
PS4,2014.0,0.19,0.18,0.0,0.07,Action
GBA,2005.0,0.16,0.06,0.0,0.0,Action
PS,1997.0,0.15,0.1,0.0,0.02,Platform
X360,2007.0,0.24,0.03,0.0,0.02,Action
PS4,2015.0,0.0,0.06,0.06,0.01,Action
PSP,2010.0,0.0,0.0,0.04,0.0,Adventure
PC,2009.0,0.01,0.01,0.0,0.0,Action
Wii,2006.0,0.46,0.01,0.02,0.04,Racing
X360,2005.0,0.2,0.03,0.0,0.02,Action
PS,1997.0,0.06,0.04,0.0,0.01,Racing
PS3,2015.0,0.0,0.0,0.04,0.0,Action
GC,2004.0,0.32,0.08,0.0,0.01,Platform
DS,2008.0,0.0,0.0,0.01,0.0,Adventure
X360,2012.0,0.07,0.17,0.0,0.02,Racing
SNES,1993.0,5.99,2.15,2.12,0.29,Platform
PSV,2014.0,0.0,0.0,0.03,0.0,Adventure
PC,2011.0,0.0,0.01,0.0,0.0,Adventure
PS2,2002.0,0.11,0.09,0.0,0.03,Action
GBA,2005.0,0.35,0.13,0.0,0.01,Action
PC,2014.0,0.15,0.26,0.0,0.03,Action
X360,2013.0,9.66,5.14,0.06,1.41,Action
PS3,2013.0,0.07,0.2,0.09,0.05,Action
GC,2003.0,0.06,0.02,0.0,0.0,Action
X360,2012.0,0.72,0.44,0.0,0.11,Action
DS,2005.0,0.0,0.0,0.22,0.0,Platform
PS3,2013.0,1.33,1.68,0.13,0.57,Action
PS2,2004.0,0.03,0.02,0.0,0.01,Racing
XB,2005.0,0.05,0.02,0.0,0.0,Racing
PS4,2016.0,0.0,0.04,0.01,0.01,Action
PS3,2014.0,0.04,0.04,0.01,0.02,Action
PSV,2014.0,0.02,0.02,0.17,0.01,Action
PC,2014.0,0.0,0.02,0.0,0.0,Action
PS2,2007.0,0.2,0.15,0.0,0.05,Racing
X360,2013.0,0.04,0.01,0.0,0.01,Racing
PS2,2004.0,0.17,0.13,0.0,0.04,Adventure
PS4,2010.0,0.41,0.31,0.32,0.03,Platform
3DS,2012.0,0.08,0.02,0.04,0.01,Platform
PS2,2010.0,0.13,0.06,0.0,0.04,Platform
X360,2008.0,0.89,0.39,0.0,0.13,Action
XB,2004.0,0.12,0.03,0.0,0.01,Platform
DS,2010.0,0.24,0.03,0.0,0.02,Action
PSP,2010.0,0.0,0.0,0.17,0.0,Action
PS,1999.0,0.26,0.17,0.0,0.03,Racing
PSV,2010.0,0.94,0.63,0.88,0.64,Action
PS3,2012.0,0.15,0.1,0.03,0.04,Action
PS,2000.0,0.22,0.15,0.0,0.03,Racing
XB,2003.0,0.09,0.03,0.0,0.0,Action
GC,2003.0,0.07,0.02,0.0,0.0,Platform
PS,1997.0,0.43,0.29,0.09,0.06,Racing
PS2,2004.0,0.88,0.69,0.0,0.23,Platform
PS2,2005.0,0.08,0.06,0.0,0.02,Adventure
X360,2009.0,1.04,1.22,0.03,0.27,Action
X360,2011.0,0.3,0.12,0.03,0.04,Action
XB,2002.0,0.14,0.04,0.0,0.01,Action
PS,2000.0,0.03,0.02,0.0,0.0,Action
PS2,2009.0,0.21,0.16,0.0,0.05,Action
X360,2009.0,0.34,0.35,0.0,0.08,Action
PS3,2014.0,0.05,0.03,0.0,0.02,Action
PSV,2011.0,0.14,0.12,0.0,0.04,Platform
PSP,2008.0,0.17,0.31,-0.51,0.32,Adventure
DS,2010.0,0.33,0.0,0.0,0.02,Action
DS,2006.0,0.0,0.0,0.13,0.0,Action
PS,2000.0,0.34,0.23,0.0,0.04,Platform
XB,2004.0,0.04,0.01,0.0,0.0,Action
PS2,2005.0,0.07,0.06,0.0,0.02,Racing
PSP,2006.0,0.03,0.0,0.0,0.0,Action
Wii,2010.0,1.42,0.09,0.45,0.1,Platform
Wii,2007.0,0.29,0.17,0.04,0.05,Action
PS2,2008.0,0.0,0.0,0.03,0.0,Adventure
X360,2013.0,0.64,0.26,0.0,0.08,Action
PSV,2015.0,0.0,0.0,0.02,0.0,Adventure
PSP,2012.0,0.0,0.0,0.03,0.0,Action
DC,1998.0,0.0,0.0,0.06,0.0,Adventure
PS2,2007.0,0.0,0.0,0.01,0.0,Adventure
PS,1999.0,0.22,0.15,0.0,0.03,Racing
GC,2005.0,0.12,0.03,0.0,0.0,Platform
PS2,2008.0,0.12,0.1,0.0,0.03,Action
DS,2009.0,0.07,0.0,0.0,0.0,Adventure
PS2,2003.0,0.14,0.11,0.0,0.04,Action
XB,2005.0,0.07,0.02,0.0,0.0,Action
XB,2003.0,0.18,0.05,0.0,0.01,Racing
Wii,2006.0,0.23,0.02,0.0,0.02,Adventure
PS2,1991.0,0.29,0.4,0.4,0.96,Platform
PS3,2009.0,0.11,0.07,0.0,0.03,Action
3DS,2015.0,0.09,0.08,0.06,0.02,Platform
X360,2007.0,3.28,1.64,0.07,0.56,Adventure
DS,2007.0,0.08,0.02,0.0,0.01,Action
XB,2003.0,0.1,0.03,0.0,0.0,Platform
DS,2007.0,0.21,0.0,0.0,0.02,Racing
PS2,1995.0,0.96,0.86,0.48,0.0,Platform
NES,1989.0,0.4,0.07,0.37,0.01,Platform
PSP,2011.0,0.0,0.0,0.04,0.0,Adventure
Wii,2008.0,0.0,0.0,0.03,0.0,Racing
Wii,2009.0,0.17,0.03,0.0,0.02,Action
DS,2009.0,0.15,0.03,0.0,0.02,Action
XOne,2015.0,0.3,0.33,0.0,0.06,Racing
DS,2008.0,0.41,0.25,0.0,0.07,Action
X360,2008.0,0.22,0.02,0.0,0.02,Action
2600,1981.0,0.21,0.01,0.0,0.0,Action
PS2,2008.0,0.01,0.01,0.0,0.0,Racing
PS2,2005.0,0.11,0.09,0.0,0.03,Action
PS3,2012.0,0.0,0.0,0.06,0.0,Action
DS,2009.0,0.2,0.01,0.0,0.02,Platform
X360,2013.0,0.26,0.13,0.0,0.04,Action
GBA,,2.15,0.18,0.0,0.07,Adventure
PS3,2012.0,0.42,0.3,0.01,0.15,Action
PS2,1985.0,0.68,0.13,0.46,0.8,Platform
2600,1981.0,0.22,0.01,0.0,0.0,Action
X360,2007.0,1.53,0.81,0.0,0.24,Action
PC,2009.0,0.0,0.03,0.0,0.0,Adventure
3DS,2012.0,0.48,0.35,0.36,0.07,Action
GBA,2006.0,0.33,0.12,0.0,0.01,Adventure
PS3,2006.0,0.24,0.7,0.16,0.26,Racing
PS2,2011.0,0.0,0.0,0.02,0.0,Adventure
XB,2006.0,0.1,0.03,0.0,0.0,Racing
SNES,1990.0,0.67,0.17,0.69,0.03,Action
PC,2009.0,0.0,0.01,0.0,0.0,Adventure
PS3,2013.0,0.02,0.06,0.0,0.02,Platform
DS,2006.0,0.27,0.01,0.0,,Action
XB,2005.0,0.21,0.06,0.0,0.01,Platform
DS,2009.0,0.41,0.16,0.0,0.05,Platform
X360,2011.0,0.27,0.14,0.04,0.04,Adventure
DS,2002.0,0.13,0.27,0.17,0.0,Action
Wii,2015.0,0.0,0.01,0.0,0.0,Action
PS2,1991.0,0.39,0.59,0.6,0.76,Action
WiiU,2014.0,0.04,0.01,0.0,0.01,Action
GB,1994.0,1.97,0.76,1.07,0.11,Platform
PS,1997.0,0.0,0.0,0.14,0.01,Adventure
DS,2006.0,0.23,0.0,0.0,0.02,Adventure
PS3,2014.0,0.0,0.0,0.02,0.0,Adventure
Wii,2008.0,0.02,0.0,0.0,0.0,Racing
DS,2009.0,0.22,,0.0,0.04,Action
DS,2008.0,0.36,0.0,0.0,0.03,Racing
GBA,2001.0,0.05,0.02,0.0,0.0,Racing
XOne,2014.0,0.35,0.25,0.0,0.06,Action
3DS,2011.0,0.05,0.04,0.0,0.01,Racing
PS4,2016.0,0.0,0.0,0.04,0.0,Action
XB,2004.0,0.08,0.02,0.0,0.0,Racing
XOne,2015.0,0.07,0.07,0.0,0.01,Action
X360,2006.0,0.1,0.0,0.0,0.01,Platform
PS,1996.0,0.09,0.06,0.0,0.01,Racing
DS,2006.0,0.13,0.02,0.0,0.01,Action
PSV,2016.0,0.0,0.0,0.02,0.0,Adventure
PS2,1994.0,0.28,0.54,0.92,0.24,Racing
XB,2005.0,0.04,0.01,0.0,0.0,Action
PS2,2002.0,0.19,0.15,0.0,0.05,Action
PS3,2012.0,0.04,0.03,0.01,0.01,Action
PS4,2015.0,0.0,0.02,0.0,0.0,Action
N64,1989.0,0.82,0.5,0.95,0.02,Adventure
3DS,2015.0,0.0,0.03,0.0,0.0,Action
PS4,2016.0,0.63,0.76,0.03,0.27,Action
PS3,2016.0,0.01,0.04,0.0,0.01,Adventure
PSV,2013.0,0.03,0.02,0.05,0.02,Action
GBA,2005.0,0.22,0.08,0.0,0.01,Platform
DS,2010.0,0.04,0.01,0.0,0.0,Adventure
PS3,,0.25,0.42,0.01,0.13,Action
PS2,2007.0,0.63,0.37,0.0,0.11,Action
PS4,2016.0,0.42,1.08,0.03,0.28,Action
PS,1998.0,3.36,1.36,0.07,0.21,Platform
PSP,2007.0,0.04,0.0,0.0,0.0,Action
Wii,2010.0,0.04,0.0,0.0,0.0,Racing
PS,1999.0,0.17,0.12,0.0,0.02,Platform
PSV,2015.0,0.0,0.0,0.03,0.0,Adventure
Wii,2010.0,0.2,0.11,0.04,0.03,Action
DS,2011.0,0.1,0.01,0.0,0.01,Action
PS,2002.0,0.01,0.01,0.0,0.0,Adventure
3DS,2013.0,0.01,0.0,0.0,0.0,Action
PS3,2010.0,0.45,0.92,0.06,0.32,Action
PC,2015.0,0.05,0.02,0.0,0.01,Action
PS3,2015.0,0.0,0.0,0.03,0.0,Action
GEN,1993.0,0.0,0.0,0.07,0.0,Action
N64,2000.0,,0.06,0.0,0.0,Action
DS,2008.0,0.11,0.01,0.0,0.01,Adventure
X360,2010.0,0.0,0.0,0.01,0.0,Adventure
X360,2010.0,0.14,0.03,0.0,0.01,Adventure
PS2,2008.0,0.0,0.0,0.01,0.0,Adventure
PS2,2010.0,0.13,0.22,0.01,0.23,Action
PS2,2004.0,0.37,0.47,0.54,0.07,Action
3DS,2015.0,0.27,0.21,2.79,0.05,Action
GBA,2002.0,0.01,0.0,0.0,0.0,Action
Wii,2008.0,0.09,0.0,0.0,0.01,Racing
PS2,2002.0,0.52,0.4,0.0,0.14,Racing
SNES,1993.0,0.39,0.12,0.49,0.02,Action
PSP,2011.0,0.0,0.0,0.02,0.0,Action
Wii,2010.0,0.2,0.05,0.0,0.02,Action
PS2,2005.0,0.01,0.01,0.0,0.0,Platform
PSP,2012.0,0.0,0.0,0.1,0.0,Action
SAT,1995.0,0.0,0.0,0.06,0.0,Adventure
PC,2001.0,0.01,0.04,0.0,0.01,Action
PS,1996.0,0.03,0.02,0.0,0.0,Racing
PS,2000.0,0.31,0.21,0.0,0.04,Racing
PS2,2005.0,0.32,0.25,0.0,0.08,Platform
X360,2011.0,0.0,0.04,0.01,0.01,Action
PSV,2014.0,0.0,0.0,0.04,0.0,Racing
GC,2003.0,0.87,0.3,0.06,0.03,Platform
PSV,2015.0,0.0,0.0,0.05,0.0,Action
Wii,2011.0,0.06,0.01,0.0,0.01,Action
Wii,2008.0,0.51,0.4,0.0,0.11,Platform
PS3,2010.0,0.09,0.13,0.01,0.05,Adventure
GC,2004.0,0.23,0.06,0.0,0.01,Action
PS3,2008.0,0.43,0.65,0.02,0.25,Racing
PSV,2016.0,0.0,0.0,0.02,0.0,Action
PS3,2009.0,0.19,0.07,0.0,0.04,Racing
GC,2002.0,0.08,0.02,0.0,0.0,Action
GBA,,0.04,0.01,0.0,0.0,Platform
WiiU,2012.0,0.06,0.07,0.0,0.01,Action
GBA,2004.0,0.6,0.22,0.0,0.01,Adventure
PS2,2008.0,0.0,0.0,0.03,0.0,Adventure
PSP,2006.0,0.0,0.0,0.1,0.0,Adventure
PC,2007.0,0.0,0.02,0.0,0.0,Racing
SNES,2007.0,0.81,1.78,0.71,1.74,Action
PS,1999.0,0.66,0.48,0.01,0.06,Action
PSP,2010.0,0.32,-0.12,0.08,0.0,Adventure
XOne,2014.0,0.13,0.12,0.0,0.02,Action
TG16,2003.0,0.08,0.51,0.13,0.14,Racing
Wii,2007.0,0.42,0.0,0.0,0.03,Adventure
PSV,2006.0,0.4,0.73,0.17,0.86,Adventure
PS2,2007.0,0.13,0.1,0.0,0.03,Racing
GEN,1994.0,0.97,0.37,0.03,0.05,Platform
N64,2000.0,0.3,0.06,0.0,0.0,Action
XB,2002.0,0.18,0.05,0.0,0.01,Action
X360,2011.0,0.16,0.06,0.0,0.02,Action
PS,1997.0,1.05,0.2,0.0,0.05,Racing
PS,1997.0,0.45,0.3,0.0,0.05,Racing
X360,2009.0,0.0,0.03,0.0,0.0,Racing
Wii,2008.0,0.09,0.08,0.0,0.02,Adventure
PSP,2009.0,0.05,0.03,0.0,0.01,Action
PC,2011.0,0.05,0.04,0.0,0.01,Action
GBA,2001.0,0.08,0.03,0.0,0.0,Platform
PSV,2003.0,0.29,0.63,0.11,0.18,Racing
N64,1999.0,0.13,0.03,0.0,0.0,Racing
PS2,2002.0,1.44,1.01,0.57,0.3,Platform
PSP,2006.0,0.12,0.01,0.0,0.02,Platform
DS,2007.0,0.05,0.01,0.0,0.01,Adventure
DS,2012.0,0.0,0.0,0.01,0.0,Adventure
SAT,1996.0,0.0,0.0,0.11,0.0,Adventure
X360,2008.0,1.91,0.84,0.0,0.29,Action
GBA,2002.0,0.19,0.07,0.0,0.0,Racing
DS,2009.0,0.11,0.01,0.0,0.01,Action
DS,2010.0,0.0,0.0,0.05,0.0,Adventure
PS2,2006.0,0.02,0.02,0.57,0.01,Action
XOne,2014.0,0.73,0.5,0.01,0.12,Action
PSV,2001.0,0.41,0.21,0.86,0.25,Action
GC,2005.0,0.52,0.13,0.0,0.02,Platform
PSP,2007.0,0.25,0.24,0.0,0.14,Action
WiiU,2012.0,0.04,0.02,0.02,0.01,Action
X360,2015.0,0.47,0.32,0.0,0.08,Action
PSV,2013.0,0.11,0.29,0.0,0.11,Action
PS3,2013.0,0.0,0.0,0.06,0.0,Adventure
2600,,1.17,0.07,0.0,0.01,Action
PS2,2003.0,0.14,0.11,0.0,0.04,Racing
Wii,2012.0,0.0,0.0,0.1,0.0,Action
PS3,2016.0,0.02,0.07,0.0,0.02,Platform
XB,2004.0,0.04,0.01,0.0,0.0,Racing
X360,2008.0,0.08,0.04,0.0,0.01,Action
PS3,2011.0,0.02,0.0,0.0,0.0,Action
GBA,2001.0,0.02,0.01,0.0,0.0,Platform
PS2,2006.0,0.0,0.0,0.04,0.0,Adventure
X360,2012.0,0.08,0.13,0.0,0.02,Racing
X360,2008.0,0.14,0.3,0.0,0.05,Adventure
3DS,2015.0,0.0,0.0,0.13,0.0,Action
GBA,2002.0,0.01,0.0,0.0,0.0,Action
Wii,2007.0,0.04,0.0,0.0,0.0,Racing
PS2,2001.0,0.08,0.06,0.0,0.02,Racing
3DS,2012.0,0.2,0.04,0.21,0.02,Action
Wii,2010.0,0.05,0.0,0.0,0.0,Adventure
X360,2007.0,0.06,0.01,0.0,0.01,Action
X360,2007.0,0.07,0.02,0.0,0.01,Adventure
PS2,1994.0,0.34,0.51,0.39,0.59,Racing
PSP,2006.0,0.38,0.35,0.38,0.08,Action
GBA,2001.0,0.03,0.01,0.0,0.0,Action
PS2,1994.0,0.56,0.87,0.7,0.56,Platform
GBA,2002.0,0.07,0.02,0.0,0.0,Action
PS3,2007.0,0.18,0.07,0.41,0.04,Action
3DS,2011.0,0.08,0.02,0.0,0.01,Action
DS,2003.0,0.12,0.05,0.21,0.13,Platform
GC,2004.0,0.01,0.0,0.0,0.0,Action
XB,2002.0,0.39,0.16,0.0,0.02,Racing
PC,2002.0,0.0,0.02,0.0,0.0,Action
DS,2005.0,0.06,0.0,0.0,0.0,Platform
PS3,2014.0,0.46,0.33,0.0,0.16,Action
GBA,2004.0,0.74,0.52,0.08,0.06,Platform
XB,2001.0,0.78,0.26,0.0,0.01,Racing
PSP,2011.0,0.0,0.0,0.04,0.0,Adventure
PS,2000.0,0.05,0.03,0.0,0.01,Racing
PSV,2015.0,0.04,0.02,0.09,0.02,Action
PS,2000.0,0.13,0.09,0.0,0.02,Action
WiiU,2008.0,0.67,0.35,0.4,0.49,Action
PS2,2002.0,0.12,0.09,0.38,0.03,Platform
PS2,2003.0,0.1,0.08,0.0,0.03,Platform
Wii,2010.0,0.22,0.27,0.0,0.05,Action
PS2,2003.0,0.08,0.06,0.0,0.02,Adventure
XB,2005.0,0.02,0.01,0.0,0.0,Platform
PS2,2007.0,0.14,0.11,0.0,0.04,Action
PS3,2009.0,,0.21,0.01,0.1,Action
TG16,2003.0,0.63,0.48,0.44,0.76,Platform
PSP,2007.0,0.0,0.0,0.22,0.0,Action
PSP,2012.0,0.0,0.0,0.22,0.0,Action
PS2,2003.0,0.11,0.09,0.0,0.03,Platform
PSP,2010.0,0.0,0.0,0.01,0.0,Adventure
WiiU,2014.0,0.04,0.02,0.0,0.01,Adventure
PS2,2005.0,0.53,0.02,0.0,0.09,Racing
PS2,2008.0,0.06,0.04,0.0,0.01,Adventure
PS,1998.0,2.14,0.86,0.0,0.13,Racing
X360,2011.0,0.08,0.0,0.0,0.01,Racing
DS,2011.0,0.34,0.46,0.0,0.1,Action
XB,2002.0,0.07,0.02,0.0,0.0,Racing
GBA,,0.48,0.18,0.0,0.01,Action
PS3,2009.0,0.21,0.05,0.0,0.04,Action
PS2,2006.0,0.08,0.06,0.0,0.02,Racing
PC,2016.0,0.0,0.01,0.0,0.0,Action
3DS,2015.0,1.15,0.55,0.47,0.17,Action
PS3,2014.0,0.09,0.0,0.0,0.02,Racing
2600,1981.0,0.21,0.01,0.0,0.0,Action
PS3,2011.0,0.0,0.0,0.14,0.0,Action
2600,1981.0,0.3,0.02,0.0,0.0,Action
N64,1999.0,0.18,0.04,0.0,0.0,Action
DS,2010.0,0.0,0.0,0.02,0.0,Adventure
SAT,2001.0,0.31,0.78,0.41,0.01,Racing
3DS,2013.0,0.0,0.0,0.07,0.0,Adventure
DS,2006.0,0.11,0.02,0.11,0.01,Action
DS,2009.0,0.0,0.0,0.08,0.0,Adventure
PS,1997.0,0.02,0.01,0.0,0.0,Racing
PSP,2012.0,0.0,0.0,0.02,0.0,Action
XB,2004.0,0.03,0.01,0.0,0.0,Adventure
X360,2011.0,0.16,0.06,0.0,0.02,Action
XB,2004.0,0.4,0.13,0.0,0.02,Platform
DS,2006.0,0.06,0.0,0.0,0.0,Action
Wii,2009.0,0.13,0.18,0.0,0.04,Adventure
PS3,2015.0,0.0,0.0,0.02,0.0,Action
XB,2002.0,0.03,0.01,0.0,0.0,Action
PS2,2000.0,0.77,0.6,0.0,0.2,Racing
PC,2011.0,0.0,0.15,0.0,0.04,Racing
GBA,2001.0,0.06,0.02,0.0,0.0,Platform
N64,1997.0,0.12,0.03,0.0,0.0,Adventure
X360,2009.0,0.0,0.0,0.01,0.0,Adventure
PSV,2001.0,0.78,0.62,0.25,0.47,Platform
PS,1996.0,0.01,0.01,0.0,0.0,Platform
XB,2005.0,0.08,0.02,0.0,0.0,Action
PS3,2013.0,0.23,0.14,0.0,0.08,Action
WiiU,2014.0,0.21,0.21,0.0,0.04,Action
PSP,2011.0,0.0,0.0,0.05,0.0,Adventure
PS,1999.0,0.0,0.0,0.03,0.0,Adventure
GC,2003.0,0.05,0.01,0.0,0.0,Action
Wii,2010.0,0.12,0.09,0.0,0.02,Action
XB,2004.0,0.07,0.02,0.0,0.0,Racing
N64,1989.0,0.02,0.09,0.71,0.56,Racing
SAT,1996.0,0.0,0.0,0.04,0.0,Adventure
N64,1998.0,0.2,0.05,0.0,0.0,Action
3DS,2015.0,0.53,0.33,0.17,0.08,Action
PS4,2014.0,0.1,0.07,0.0,0.04,Adventure
PS,1999.0,0.09,0.06,0.0,0.01,Racing
DS,2008.0,0.02,0.0,0.0,0.0,Adventure
PS2,1986.0,0.5,0.73,0.84,0.33,Action
PSV,2012.0,0.0,0.0,0.07,0.0,Adventure
